"","pert_iname","mean","n","median","sd","sRGES"
"7556","BRD-K26214610",0.276425765940775,1,0.276425765940775,NA,0.276425765940775
"7557","BRD-K79001525",0.276502768176738,1,0.276502768176738,NA,0.276502768176738
"7558","BRD-K84994827",0.276502768176738,1,0.276502768176738,NA,0.276502768176738
"7559","chenodeoxycholic-acid",0.276517881204625,6,0.243438991138377,0.285590018353804,0.276517881204625
"7560","MW-SHH-151",0.276658036268,4,0.208174232198444,0.350546065417981,0.276658036268
"7561","BRD-K81224183",0.276729989262855,3,0.328820423255129,0.102410452338708,0.276729989262855
"7562","tranilast",0.276745885413781,13,0.422156416805977,0.467840853054045,0.276745885413781
"7563","BRD-K38700430",0.276771038712318,6,0.306707416808206,0.450744408116491,0.276771038712318
"7564","BRD-K67733357",0.276843599805914,1,0.276843599805914,NA,0.276843599805914
"7565","BRD-K13245569",0.276890306595226,2,0.276890306595226,0.535686630530245,0.276890306595226
"7566","bafilomycin",0.27700644502094,7,0.122617287604141,0.389320665925889,0.27700644502094
"7567","BRD-K02785641",0.277014015620501,1,0.277014015620501,NA,0.277014015620501
"7568","BRD-K73061717",0.277014015620501,1,0.277014015620501,NA,0.277014015620501
"7569","BRD-K45044657",0.277116361226376,9,0.598366369089549,0.644458107670382,0.277116361226376
"7570","BRD-K14355517",0.277132558591935,4,0.568373185722133,0.617390429246287,0.277132558591935
"7571","BRD-K63569039",0.277332232707394,10,0.236366734832993,0.42901680948582,0.277332232707394
"7572","Y-27152",0.277733120530418,3,0.161895023858214,0.285359957943679,0.277733120530418
"7573","BRD-K83941994",0.277789092457476,1,0.277789092457476,NA,0.277789092457476
"7574","BRD-K21683946",0.277866094693439,1,0.277866094693439,NA,0.277866094693439
"7575","BRD-K47131467",0.277866094693439,1,0.277866094693439,NA,0.277866094693439
"7576","BRD-K22275321",0.277998009390045,2,0.277998009390045,0.0886351542903932,0.277998009390045
"7577","BRD-K81921806",0.278036510508027,1,0.278036510508027,NA,0.278036510508027
"7578","BRD-K44890999",0.278136831443207,2,0.278136831443207,0.480536916477068,0.278136831443207
"7579","BRD-K48624606",0.278206926322614,1,0.278206926322614,NA,0.278206926322614
"7580","BRD-K71943487",0.278206926322614,1,0.278206926322614,NA,0.278206926322614
"7581","BRD-K37752193",0.278300339901239,1,0.278300339901239,NA,0.278300339901239
"7582","BRD-K47612243",0.278377342137202,1,0.278377342137202,NA,0.278377342137202
"7583","BRD-K59261663",0.278377342137202,1,0.278377342137202,NA,0.278377342137202
"7584","BRD-K90842913",0.278377342137202,1,0.278377342137202,NA,0.278377342137202
"7585","BRD-K36471847",0.278547757951789,1,0.278547757951789,NA,0.278547757951789
"7586","BRD-K41652870",0.278658601587499,11,0.383776414451261,0.228339867161414,0.278658601587499
"7587","BRD-K50368246",0.278733286794264,2,0.278733286794264,0.525484228914454,0.278733286794264
"7588","GW-7647",0.278766779729784,8,0.302232447171098,0.343600249698409,0.278766779729784
"7589","AT7867",0.278971882520758,13,0.232654030984573,0.288498683275045,0.278971882520758
"7590","1-phenylbiguanide",0.278988910516145,4,0.2609918200409,0.31360542015059,0.278988910516145
"7591","BRD-K75128590",0.279019349271811,5,0.188991138377641,0.275318228382219,0.279019349271811
"7592","BRD-K50115811",0.279059005395552,1,0.279059005395552,NA,0.279059005395552
"7593","BRD-K80879725",0.279059005395552,1,0.279059005395552,NA,0.279059005395552
"7594","BRD-K87492806",0.279059005395552,1,0.279059005395552,NA,0.279059005395552
"7595","BRD-K90140894",0.279059005395552,1,0.279059005395552,NA,0.279059005395552
"7596","resveratrol",0.279143687111944,41,0.352967596083414,0.423166737756728,0.279143687111944
"7597","BRD-K64075070",0.27922942121014,1,0.27922942121014,NA,0.27922942121014
"7598","BRD-K78477072",0.27922942121014,1,0.27922942121014,NA,0.27922942121014
"7599","phenanthridone",0.279306323267553,13,0.259972434161742,0.444001832167644,0.279306323267553
"7600","BRD-K68190084",0.27931307461325,4,0.203946680611887,0.329549046880618,0.27931307461325
"7601","BRD-A16820783",0.279353517235852,11,0.512647214351989,0.412819324723986,0.279353517235852
"7602","BRD-K42790744",0.279399837024727,1,0.279399837024727,NA,0.279399837024727
"7603","SA-1920683",0.279399837024727,1,0.279399837024727,NA,0.279399837024727
"7604","SPB02303",0.279403785740774,12,0.141122516514782,0.314716457985215,0.279403785740774
"7605","hispidin",0.279496513552657,5,0.139400136332652,0.286880485552944,0.279496513552657
"7606","BRD-K58788895",0.279570252839315,1,0.279570252839315,NA,0.279570252839315
"7607","tacrolimus",0.279600495043169,39,0.294137695978187,0.388166571920019,0.279600495043169
"7608","ethotoin",0.279722288746269,4,0.260498794633391,0.152003923568291,0.279722288746269
"7609","BRD-K74228917",0.279802312910545,7,0.227541556546945,0.474016622263177,0.279802312910545
"7610","BRD-K19405573",0.279872583350509,2,0.279872583350509,0.888769616982738,0.279872583350509
"7611","BRD-K24404115",0.27991108446849,1,0.27991108446849,NA,0.27991108446849
"7612","BRD-K52678950",0.280005331391586,3,0.0812883435582822,0.402347517741478,0.280005331391586
"7613","LY-294002",0.28005303159041,182,0.29831599244395,0.464229230464293,0.28005303159041
"7614","BRD-A95489119",0.280081500283078,1,0.280081500283078,NA,0.280081500283078
"7615","BRD-K05542495",0.280090504951258,5,0.133642442709181,0.354386179816025,0.280090504951258
"7616","BRD-K45124535",0.28012820707239,2,0.28012820707239,0.0808025127128326,0.28012820707239
"7617","asiaticoside",0.280181821218258,2,0.280181821218258,0.409733175446282,0.280181821218258
"7618","BRD-K00256256",0.280200043254512,2,0.280200043254512,0.325355880914055,0.280200043254512
"7619","BRD-K85102293",0.280294307407677,5,0.230243080187537,0.107651171196817,0.280294307407677
"7620","BRD-K01977318",0.28034532967629,1,0.28034532967629,NA,0.28034532967629
"7621","BRD-K02248910",0.280422331912253,1,0.280422331912253,NA,0.280422331912253
"7622","BRD-K54980807",0.280422331912253,1,0.280422331912253,NA,0.280422331912253
"7623","BRD-K25485361",0.280522652847433,2,0.280522652847433,0.315500472159322,0.280522652847433
"7624","BRD-K78232231",0.280592747726841,1,0.280592747726841,NA,0.280592747726841
"7625","SA-1921867",0.280989768559055,14,0.233258200720953,0.354159487210662,0.280989768559055
"7626","BRD-K37457040",0.28102699293464,1,0.28102699293464,NA,0.28102699293464
"7627","BRD-K63181962",0.281039974303281,3,0.122735830575575,0.35026769124091,0.281039974303281
"7628","BRD-K22013971",0.281103995170603,1,0.281103995170603,NA,0.281103995170603
"7629","BRD-K08123827",0.281197408749228,1,0.281197408749228,NA,0.281197408749228
"7630","SA-1459481",0.281235909867209,2,0.281235909867209,0.0899490736779884,0.281235909867209
"7631","BRD-K63164430",0.281257766934651,5,0.252908383527687,0.349002968533065,0.281257766934651
"7632","BRD-K66131980",0.281538240378403,1,0.281538240378403,NA,0.281538240378403
"7633","BRD-K54127914",0.281542746931055,5,0.401158827539196,0.44553044906662,0.281542746931055
"7634","BRD-K25997353",0.281576741496385,2,0.281576741496385,0.591961147710565,0.281576741496385
"7635","BRD-K22496535",0.281615242614366,1,0.281615242614366,NA,0.281615242614366
"7636","tenatoprazole",0.281697341513292,1,0.281697341513292,NA,0.281697341513292
"7637","BRD-K19914944",0.28182466499467,10,0.3198350918713,0.437026579866668,0.28182466499467
"7638","BRD-K22210218",0.281838499027008,10,0.205965733965361,0.454600123110404,0.281838499027008
"7639","LY-16350",0.281923706934302,5,0.188175503377211,0.345477040299036,0.281923706934302
"7640","etidronic-acid",0.282074617214975,1,0.282074617214975,NA,0.282074617214975
"7641","BRD-K35810638",0.282126490058129,1,0.282126490058129,NA,0.282126490058129
"7642","BRD-K55640612",0.282126490058129,1,0.282126490058129,NA,0.282126490058129
"7643","ibudilast",0.282141603086015,6,0.331817813038299,0.408399058612464,0.282141603086015
"7644","BRD-K21913257",0.282167539507592,6,0.193295692200162,0.449282394558401,0.282167539507592
"7645","BRD-K20604601",0.282390319451341,1,0.282390319451341,NA,0.282390319451341
"7646","BRD-K06956503",0.282447958067341,6,0.367246080436264,0.432164641165883,0.282447958067341
"7647","BRD-K83448671",0.282467321687304,1,0.282467321687304,NA,0.282467321687304
"7648","K-9944",0.28247225411568,3,0.342060983949808,0.269891003549152,0.28247225411568
"7649","BRD-K76381171",0.282637737501892,2,0.282637737501892,0.099534799124078,0.282637737501892
"7650","BRD-K00816125",0.282652850529778,2,0.282652850529778,0.170536351885392,0.282652850529778
"7651","BRD-K80723690",0.282684444291204,4,0.430652078142548,0.42601155873056,0.282684444291204
"7652","BI-78D3",0.28277578600724,10,0.528495885108636,0.511029018690725,0.28277578600724
"7653","BRD-K83397037",0.282808153316479,1,0.282808153316479,NA,0.282808153316479
"7654","BRD-K21904592",0.28280815331648,1,0.28280815331648,NA,0.28280815331648
"7655","BRD-K83541009",0.282978569131067,1,0.282978569131067,NA,0.282978569131067
"7656","BRD-K77663706",0.283148984945655,2,0.283148984945655,0.209673789922392,0.283148984945655
"7657","pioglitazone",0.283253861389898,8,0.168236853070463,0.34868070143433,0.283253861389898
"7658","BRD-K61535492",0.283319400760242,1,0.283319400760242,NA,0.283319400760242
"7659","BRD-K32598858",0.283356842411808,3,0.595944103612815,0.599439875280449,0.283356842411808
"7660","BRD-K68536005",0.283366107549554,2,0.283366107549554,0.0622451772829197,0.283366107549554
"7661","BRD-K28180706",0.28355664457449,4,0.31861058740776,0.397707448657449,0.28355664457449
"7662","BRD-K77629773",0.283621731271436,2,0.283621731271436,0.560389577044089,0.283621731271436
"7663","BRD-K18976419",0.283660232389417,1,0.283660232389417,NA,0.283660232389417
"7664","BRD-K63818532",0.283753645968042,1,0.283753645968042,NA,0.283753645968042
"7665","BRD-K15284276",0.283753645968042,2,0.283753645968042,0.135926456915206,0.283753645968042
"7666","BRD-K48562666",0.283830648204005,1,0.283830648204005,NA,0.283830648204005
"7667","BRD-K07476834",0.283840723555929,3,0.110347348953834,0.379884016804651,0.283840723555929
"7668","BRD-K25884242",0.283863983268145,2,0.283863983268145,0.24112485841075,0.283863983268145
"7669","BRD-K82137294",0.283912747102931,2,0.283912747102931,0.314510684883587,0.283912747102931
"7670","EMF-sumo1-7",0.284165906872357,5,0.156612133605999,0.391041621214471,0.284165906872357
"7671","BRD-K50608366",0.28417147983318,1,0.28417147983318,NA,0.28417147983318
"7672","BRD-K69936404",0.28417147983318,1,0.28417147983318,NA,0.28417147983318
"7673","BRD-K91589308",0.28417147983318,1,0.28417147983318,NA,0.28417147983318
"7674","BRD-K72267874",0.284285090376238,3,0.131649325777284,0.267774512803204,0.284285090376238
"7675","BRD-K75313893",0.284341895647768,1,0.284341895647768,NA,0.284341895647768
"7676","BRD-K39245862",0.284512311462355,1,0.284512311462355,NA,0.284512311462355
"7677","BRD-K63301075",0.284644226158961,2,0.284644226158961,0.0611606576798729,0.284644226158961
"7678","BRD-K51643619",0.284740444258476,4,0.253426538328006,0.442454815283094,0.284740444258476
"7679","NVP-BEZ235",0.284758983604064,85,0.231265575075063,0.512359914575979,0.284758983604064
"7680","sappanone-a",0.285118789541543,12,0.249951236165214,0.302759652581648,0.285118789541543
"7681","BRD-K36354764",0.285127524248549,10,0.283504929602716,0.470681833986208,0.285127524248549
"7682","BRD-K04776289",0.285193974720706,1,0.285193974720706,NA,0.285193974720706
"7683","BRD-K53867540",0.285193974720706,1,0.285193974720706,NA,0.285193974720706
"7684","BRD-K57856779",0.285364390535293,1,0.285364390535293,NA,0.285364390535293
"7685","BRD-K79797318",0.285431271158747,3,0.0852962242094583,0.499809884857124,0.285431271158747
"7686","BRD-K36984542",0.285618459752991,4,0.235858596397597,0.236127355542568,0.285618459752991
"7687","BRD-K88569143",0.285764662311018,7,0.0320746172149754,0.386437031134324,0.285764662311018
"7688","JTE-907",0.285800987590585,8,0.147172277932641,0.341393654314018,0.285800987590585
"7689","nutlin-3",0.285908235258949,16,0.482142783540811,0.592910834997393,0.285908235258949
"7690","BRD-K06953509",0.286046053793644,1,0.286046053793644,NA,0.286046053793644
"7691","BRD-K90074540",0.286139467372268,1,0.286139467372268,NA,0.286139467372268
"7692","BRD-K41775742",0.28614897787686,7,0.550820356819611,0.530456952268115,0.28614897787686
"7693","BRD-K79732306",0.286170768273336,5,0.182774070153562,0.347800412594353,0.286170768273336
"7694","BRD-A47832959",0.28617907642043,5,0.284776140855567,0.498024952187408,0.28617907642043
"7695","BRD-K38760240",0.286196272643797,3,0.128504838878744,0.475715291103855,0.286196272643797
"7696","BRD-M97109212",0.286216469608231,1,0.286216469608231,NA,0.286216469608231
"7697","JAK3-inhibitor-V",0.286274186589764,4,0.327709611451943,0.603286399137126,0.286274186589764
"7698","BRD-K88844437",0.286348384304838,2,0.286348384304838,0.771750397460109,0.286348384304838
"7699","BRD-A73558769",0.286388137470773,11,0.304714791162316,0.433906802284537,0.286388137470773
"7700","BRD-K35035132",0.286420220486959,2,0.286420220486959,0.306437038949794,0.286420220486959
"7701","BRD-K91813753",0.286480299001443,1,0.286480299001443,NA,0.286480299001443
"7702","BRD-K84762162",0.286496317376126,8,0.430829401313691,0.401892760644333,0.286496317376126
"7703","BRD-K63129749",0.28680981595092,1,0.28680981595092,NA,0.28680981595092
"7704","BRD-K57275439",0.286821130630618,1,0.286821130630618,NA,0.286821130630618
"7705","FU-JMBII127B",0.28682601331648,9,0.336912065439673,0.443878840288585,0.28682601331648
"7706","BRD-K62409349",0.286898132866582,1,0.286898132866582,NA,0.286898132866582
"7707","BRD-K97318829",0.286952865465866,6,0.114989625397163,0.368372031408333,0.286952865465866
"7708","BRD-K96543798",0.286983340773875,2,0.286983340773875,1.04101831674686,0.286983340773875
"7709","KU-C104254",0.287118138356905,6,0.374695612443333,0.523082579790425,0.287118138356905
"7710","BRD-K31931379",0.287180086551982,6,0.404866926010659,0.382579692044595,0.287180086551982
"7711","EI-346-erlotinib-analog",0.287313919801215,12,0.272172277932641,0.290182015629854,0.287313919801215
"7712","tamibarotene",0.287316481568368,17,0.258438691830453,0.325371363801496,0.287316481568368
"7713","BRD-K62638625",0.287332378074381,1,0.287332378074381,NA,0.287332378074381
"7714","BRD-K89161054",0.287370879192363,2,0.287370879192363,0.174541602715643,0.287370879192363
"7715","BRD-K80848452",0.287409380310344,1,0.287409380310344,NA,0.287409380310344
"7716","carbofuran",0.287572580529138,3,0.396764460432426,0.308819729747486,0.287572580529138
"7717","depudecin",0.287576687116565,6,0.286895023858215,0.277948115228246,0.287576687116565
"7718","BRD-K05002121",0.287646624124592,4,0.299012768730187,0.303468068931694,0.287646624124592
"7719","BRD-K76243603",0.28775021193952,1,0.28775021193952,NA,0.28775021193952
"7720","aminohippuric-acid",0.28778354700366,2,0.28778354700366,0.233653723367539,0.28778354700366
"7721","BRD-K02558072",0.287856606886784,3,-0.0256963439302188,0.572409950901321,0.287856606886784
"7722","BRD-K04380254",0.287920627754107,4,0.287494588217638,0.417015286604231,0.287920627754107
"7723","BRD-K33713995",0.287920627754107,1,0.287920627754107,NA,0.287920627754107
"7724","BRD-K76403391",0.287920627754107,1,0.287920627754107,NA,0.287920627754107
"7725","BRD-K46373671",0.287936277352355,11,0.39932069765124,0.565228490928499,0.287936277352355
"7726","BRD-K96157570",0.288046885110864,4,0.14455676922811,0.350508326880375,0.288046885110864
"7727","metergoline",0.288344214090428,18,0.106205496560579,0.404292904359539,0.288344214090428
"7728","BRD-K48752687",0.28843187519787,1,0.28843187519787,NA,0.28843187519787
"7729","pizotifen",0.288487375641458,11,0.435923653715065,0.359935562379662,0.288487375641458
"7730","BRD-K20211345",0.288525288776494,1,0.288525288776494,NA,0.288525288776494
"7731","BRD-K97045804",0.288695704591082,1,0.288695704591082,NA,0.288695704591082
"7732","BRD-K97186212",0.288772706827045,1,0.288772706827045,NA,0.288772706827045
"7733","BRD-K02125996",0.28886612040567,1,0.28886612040567,NA,0.28886612040567
"7734","SA-1922006",0.288948593089186,3,0.281538240378403,0.0283059549172279,0.288948593089186
"7735","BRD-K44218307",0.28911353845622,1,0.28911353845622,NA,0.28911353845622
"7736","BRD-K92476250",0.28911353845622,1,0.28911353845622,NA,0.28911353845622
"7737","SA-1456508",0.289147277034744,4,0.265898486554326,0.364324209252713,0.289147277034744
"7738","tiaprofenic-acid",0.289163128131956,3,0.244583138005705,0.18628605134065,0.289163128131956
"7739","BRD-K20098898",0.289195637355147,1,0.289195637355147,NA,0.289195637355147
"7740","mefexamide",0.289341671252341,4,0.390203451570804,0.568706562359704,0.289341671252341
"7741","BRD-K86535717",0.289454370085395,1,0.289454370085395,NA,0.289454370085395
"7742","SA-1456570",0.289495419534859,2,0.289495419534859,0.381210838871868,0.289495419534859
"7743","BRD-K80789291",0.289624785899983,1,0.289624785899983,NA,0.289624785899983
