"","pert_iname","mean","n","median","sd","sRGES"
"7242","BRD-K17070436",0.256904949499165,1,0.256904949499165,NA,0.256904949499165
"7243","SA-424827",0.256951656288477,4,0.259848725136466,0.394312383266261,0.256951656288477
"7244","BRD-K58141791",0.2572517831381,4,0.257260894156227,0.208686655569903,0.2572517831381
"7245","BRD-K51731619",0.257260894156227,2,0.257260894156227,0.127827041130608,0.257260894156227
"7246","BRD-K51556300",0.2572957205887,31,0.35754369368447,0.420769152462842,0.2572957205887
"7247","BRD-K51759637",0.25746290373224,2,0.25746290373224,0.0329515434289707,0.25746290373224
"7248","BRD-K31856043",0.257613218001352,9,0.387866394001363,0.427810600031454,0.257613218001352
"7249","metitepine",0.25773766495214,3,0.0141445126107704,0.434935910414028,0.25773766495214
"7250","BRD-K41423295",0.257757028572103,1,0.257757028572103,NA,0.257757028572103
"7251","BRD-K69261014",0.257757028572103,1,0.257757028572103,NA,0.257757028572103
"7252","umbelliferone",0.257785538774197,5,0.194274028629857,0.24682817458508,0.257785538774197
"7253","masitinib",0.257809690179294,19,0.167870892048478,0.376189103877442,0.257809690179294
"7254","BRD-K81527737",0.257911688564625,6,0.300616605940883,0.333222063205792,0.257911688564625
"7255","rotenonic-acid",0.257964886038257,3,0.0106022245769386,0.43602490226517,0.257964886038257
"7256","BRD-K17139610",0.258081216150739,5,0.381819741591871,0.484214743620341,0.258081216150739
"7257","BRD-K62917576",0.258097860201278,1,0.258097860201278,NA,0.258097860201278
"7258","BRD-A32241587",0.258219923104792,7,0.342876618950239,0.227475364918809,0.258219923104792
"7259","BRD-K99433267",0.25843311886963,5,0.421133921918452,0.426306284491144,0.25843311886963
"7260","BRD-K46118045",0.258438691830453,1,0.258438691830453,NA,0.258438691830453
"7261","verteporfin",0.25844231264239,9,0.475460122699387,0.460111998352295,0.25844231264239
"7262","rolitetracycline",0.258539012765633,2,0.258539012765633,0.419080805637746,0.258539012765633
"7263","BRD-K26160077",0.258609107645041,1,0.258609107645041,NA,0.258609107645041
"7264","BRD-K59765229",0.258609107645041,1,0.258609107645041,NA,0.258609107645041
"7265","DPO-1",0.258646549296607,3,0.219325153374233,0.274089069000665,0.258646549296607
"7266","BRD-K00028814",0.258809412193736,7,0.356375912375166,0.542151529002595,0.258809412193736
"7267","BRD-K65482654",0.258872937038253,1,0.258872937038253,NA,0.258872937038253
"7268","BRD-K09276254",0.258949939274216,1,0.258949939274216,NA,0.258949939274216
"7269","dichlorobenzamil",0.259147640674875,14,0.555811179277437,0.54818951624885,0.259147640674875
"7270","SA-422830",0.259190237268317,5,0.311008861622359,0.224017236378275,0.259190237268317
"7271","BRD-K34898990",0.259290770903391,1,0.259290770903391,NA,0.259290770903391
"7272","BRD-K90004840",0.259290770903391,1,0.259290770903391,NA,0.259290770903391
"7273","BRD-K16472144",0.259353364268403,10,0.265355645349138,0.549068242407399,0.259353364268403
"7274","BRD-K83007718",0.259458077709611,2,0.259458077709611,0.198708091713807,0.259458077709611
"7275","L-744832",0.259561507653159,2,0.259561507653159,0.332370777095607,0.259561507653159
"7276","SA-441350",0.259763517229173,2,0.259763517229173,0.656682421930711,0.259763517229173
"7277","BRD-K36313546",0.259799945674909,6,0.228612815269257,0.599358160143429,0.259799945674909
"7278","SB-205607",0.25985160802289,9,0.145705521472393,0.402377591761451,0.25985160802289
"7279","BRD-K00430421",0.259920561318588,2,0.259920561318588,0.314992693596052,0.259920561318588
"7280","BRD-K86110682",0.260021040125148,4,0.229550102249489,0.243347247510804,0.260021040125148
"7281","butabindide",0.260021040125148,4,0.257090478341639,0.230095610310844,0.260021040125148
"7282","oxybutynin",0.260072755096922,2,0.260072755096922,0.300024653658825,0.260072755096922
"7283","BRD-K88059273",0.260178648992925,5,0.0942763895394471,0.31973657541672,0.260178648992925
"7284","BRD-K16422757",0.260313265790917,1,0.260313265790917,NA,0.260313265790917
"7285","triamcinolone",0.26034820712162,31,0.345092024539877,0.419685670651557,0.26034820712162
"7286","OBAA",0.26037098277245,12,0.244905747598626,0.346389985750656,0.26037098277245
"7287","BRD-K25536815",0.260451314296265,5,0.410531697341513,0.474793250400591,0.260451314296265
"7288","BRD-K79793579",0.260482127101321,4,0.2866425091447,0.24838771336769,0.260482127101321
"7289","BRD-K76236182",0.260523139749761,14,0.464809134287662,0.532836050437864,0.260523139749761
"7290","oxiconazole",0.260538986156015,5,0.202794819359237,0.299295366549749,0.260538986156015
"7291","BRD-A15113563",0.260577084451225,9,0.215664322368967,0.206062885860435,0.260577084451225
"7292","BRD-M11500571",0.260654097420092,1,0.260654097420092,NA,0.260654097420092
"7293","GW-501516",0.260771656679197,12,0.449830764640208,0.512549389517025,0.260771656679197
"7294","BRD-K68876477",0.260786012116698,2,0.260786012116698,0.649693295599964,0.260786012116698
"7295","BRD-K76964118",0.26082451323468,1,0.26082451323468,NA,0.26082451323468
"7296","BRD-K58893765",0.26082451323468,1,0.26082451323468,NA,0.26082451323468
"7297","BRD-K06326887",0.260917926813304,1,0.260917926813304,NA,0.260917926813304
"7298","BRD-K71932341",0.260917926813304,1,0.260917926813304,NA,0.260917926813304
"7299","BRD-K20139170",0.260994929049267,1,0.260994929049267,NA,0.260994929049267
"7300","BRD-K62050953",0.260994929049267,1,0.260994929049267,NA,0.260994929049267
"7301","BRD-K73592400",0.260994929049267,1,0.260994929049267,NA,0.260994929049267
"7302","BRD-K24855614",0.261041635838579,2,0.261041635838579,0.152380806513925,0.261041635838579
"7303","BRD-K60753740",0.261080136956561,2,0.261080136956561,0.0504904126307369,0.261080136956561
"7304","BRD-K37563991",0.261165344863855,1,0.261165344863855,NA,0.261165344863855
"7305","BRD-K47992037",0.261180457891741,2,0.261180457891741,0.465284679557904,0.261180457891741
"7306","BRD-K41763112",0.261250552771149,2,0.261250552771149,0.191959969739293,0.261250552771149
"7307","RAN-05",0.261299748961953,10,0.245502202949683,0.189846571177771,0.261299748961953
"7308","BRD-K89205986",0.261330187717619,5,0.580302292743264,0.697857714911281,0.261330187717619
"7309","BRD-K12655851",0.261335760678442,2,0.261335760678442,0.580097485451949,0.261335760678442
"7310","toremifene",0.261384563384315,15,0.371542919873462,0.499610406123172,0.261384563384315
"7311","BRD-A89067742",0.261430007601538,6,0.28186775732788,0.520094776274376,0.261430007601538
"7312","BRD-K06589444",0.261540259655948,5,0.245316674107209,0.263199637079806,0.261540259655948
"7313","BRD-K00910650",0.261647869405629,10,0.338908291379938,0.403412425702379,0.261647869405629
"7314","BRD-K49594309",0.261676592307618,1,0.261676592307618,NA,0.261676592307618
"7315","BRD-K92300676",0.261676592307618,1,0.261676592307618,NA,0.261676592307618
"7316","BRD-K11930946",0.261676592307618,1,0.261676592307618,NA,0.261676592307618
"7317","BRD-K95761590",0.261676592307618,1,0.261676592307618,NA,0.261676592307618
"7318","BRD-K19019278",0.26172329909693,2,0.26172329909693,0.695231514356248,0.26172329909693
"7319","BRD-K50965411",0.261847008122205,1,0.261847008122205,NA,0.261847008122205
"7320","QL-XI-92",0.262005875281804,37,0.369720218756152,0.405948039382823,0.262005875281804
"7321","BRD-K93158953",0.262053337273899,7,0.21813224267212,0.422417382619083,0.262053337273899
"7322","BRD-K73911580",0.262064130726105,2,0.262064130726105,0.011020147011801,0.262064130726105
"7323","BRD-K66866270",0.262117744871973,2,0.262117744871973,0.475045355985326,0.262117744871973
"7324","BRD-K71857815",0.26218783975138,1,0.26218783975138,NA,0.26218783975138
"7325","BL-050",0.262198589665191,7,0.379893294788254,0.332474438987467,0.262198589665191
"7326","BRD-K03391109",0.262202952779267,2,0.262202952779267,0.188370674246607,0.262202952779267
"7327","BRD-K70166659",0.262234546540693,2,0.262234546540693,0.822613921196879,0.262234546540693
"7328","BRD-K95547711",0.262269938650307,2,0.262269938650307,0.461764346541726,0.262269938650307
"7329","BRD-K43781861",0.262358255565968,1,0.262358255565968,NA,0.262358255565968
"7330","BRD-K73639776",0.262358255565968,1,0.262358255565968,NA,0.262358255565968
"7331","nemonapride",0.262399746558924,9,0.293796864349012,0.31508183661138,0.262399746558924
"7332","BRD-K02515288",0.262528671380556,1,0.262528671380556,NA,0.262528671380556
"7333","BRD-K17003857",0.262528671380556,1,0.262528671380556,NA,0.262528671380556
"7334","BRD-K67322403",0.262528671380556,1,0.262528671380556,NA,0.262528671380556
"7335","BRD-K54074847",0.26262208495918,1,0.26262208495918,NA,0.26262208495918
"7336","BRD-K42576592",0.26263506632782,3,0.480572597137014,0.411467828436197,0.26263506632782
"7337","BRD-K83216232",0.262660586077162,2,0.262660586077162,0.136595021180687,0.262660586077162
"7338","BRD-K46645809",0.262781186094069,1,0.262781186094069,NA,0.262781186094069
"7339","BRD-K90705745",0.262817630166577,2,0.262817630166577,0.479598668902941,0.262817630166577
"7340","BRD-K17238328",0.262869503009731,1,0.262869503009731,NA,0.262869503009731
"7341","BRD-K39900129",0.263039918824318,1,0.263039918824318,NA,0.263039918824318
"7342","BRD-K43786699",0.263039918824319,1,0.263039918824319,NA,0.263039918824319
"7343","BG-1009",0.263173732695018,4,0.250699885294604,0.594868296499144,0.263173732695018
"7344","TGX-115",0.263297968646745,37,0.354330922600115,0.425583495431839,0.263297968646745
"7345","BRD-K87748349",0.263380750453494,1,0.263380750453494,NA,0.263380750453494
"7346","SA-89068",0.263455981323076,5,0.367598226745138,0.589030075502068,0.263455981323076
"7347","BRD-K52880714",0.263474164032118,1,0.263474164032118,NA,0.263474164032118
"7348","KUC103423N",0.263487145400758,3,0.173860574951853,0.261464129238244,0.263487145400758
"7349","eticlopride",0.263490182406801,4,0.269786456528415,0.28594288222637,0.263490182406801
"7350","BRD-K07508147",0.263566279295968,2,0.263566279295968,0.412504725542957,0.263566279295968
"7351","JAS07-002",0.263651487203261,2,0.263651487203261,0.320510023938599,0.263651487203261
"7352","BRD-K37549600",0.263681925958928,5,0.209818311829835,0.349255067248935,0.263681925958928
"7353","BRD-K27803479",0.263702218462706,3,-0.0213019768234491,0.600233910799701,0.263702218462706
"7354","BRD-K15245489",0.263721582082669,1,0.263721582082669,NA,0.263721582082669
"7355","BRD-K36796217",0.263778200461903,6,0.437377845478909,0.564051485760125,0.263778200461903
"7356","BRD-K29081238",0.263985411475881,1,0.263985411475881,NA,0.263985411475881
"7357","BRD-K30199293",0.263985411475881,1,0.263985411475881,NA,0.263985411475881
"7358","chlorhexidine",0.264043050091881,3,0.0862304021813224,0.380365824160748,0.264043050091881
"7359","BRD-K66618978",0.264062413711844,1,0.264062413711844,NA,0.264062413711844
"7360","BRD-K90281509",0.264063687877585,4,0.283360450209705,0.590400043666744,0.264063687877585
"7361","BRD-K33778189",0.264232829526432,1,0.264232829526432,NA,0.264232829526432
"7362","BRD-K73428213",0.264232829526432,1,0.264232829526432,NA,0.264232829526432
"7363","NK42-I-109-1",0.264339224473696,3,0.0271325585919352,0.45481453526643,0.264339224473696
"7364","minaprine",0.264339224473696,3,0.329961461114089,0.16990987420305,0.264339224473696
"7365","BRD-K35210537",0.264375754415259,4,0.219087751688606,0.384103726441256,0.264375754415259
"7366","taxifolin",0.264406167410209,8,0.310534058251103,0.605279074140921,0.264406167410209
"7367","PCA-4248",0.264482606514995,9,0.547546012269938,0.513180562780757,0.264482606514995
"7368","BRD-K82185908",0.264516582016381,7,0.0581482368468773,0.370952637339026,0.264516582016381
"7369","BRD-K39006362",0.264573661155607,1,0.264573661155607,NA,0.264573661155607
"7370","BRD-K89546934",0.264736861374401,3,0.152388182313816,0.248517847879301,0.264736861374401
"7371","BRD-K35202752",0.264914492784782,1,0.264914492784782,NA,0.264914492784782
"7372","BRD-K63602071",0.264914492784782,1,0.264914492784782,NA,0.264914492784782
"7373","BRD-K68167702",0.264914492784782,1,0.264914492784782,NA,0.264914492784782
"7374","BRD-K05356589",0.264914492784782,1,0.264914492784782,NA,0.264914492784782
"7375","BRD-K16506419",0.264914492784782,1,0.264914492784782,NA,0.264914492784782
"7376","BRD-K13185593",0.265007906363406,1,0.265007906363406,NA,0.265007906363406
"7377","BRD-K13870698",0.265007906363406,1,0.265007906363406,NA,0.265007906363406
"7378","BRD-K45319854",0.265046407481388,2,0.265046407481388,0.0682586816170516,0.265046407481388
"7379","rucaparib",0.265058615302215,30,0.208521971184175,0.326273133457194,0.265058615302215
"7380","BRD-K96611378",0.26508490859937,1,0.26508490859937,NA,0.26508490859937
"7381","BRD-K05581223",0.265255324413957,1,0.265255324413957,NA,0.265255324413957
"7382","BRD-K15142057",0.265255324413957,1,0.265255324413957,NA,0.265255324413957
"7383","BRD-K12331173",0.265255324413957,1,0.265255324413957,NA,0.265255324413957
"7384","BRD-K45443730",0.265270437441844,2,0.265270437441844,0.463305105006435,0.265270437441844
"7385","BRD-K38227596",0.265596156043132,1,0.265596156043132,NA,0.265596156043132
"7386","diphencyprone",0.265606905956943,7,0.0598159509202453,0.492810204699107,0.265606905956943
"7387","SA-417716",0.265702134318162,2,0.265702134318162,0.163624188717896,0.265702134318162
"7388","BRD-K02636305",0.26576657185772,1,0.26576657185772,NA,0.26576657185772
"7389","BRD-K37459628",0.265936987672308,1,0.265936987672308,NA,0.265936987672308
"7390","BRD-K16671107",0.266107403486895,1,0.266107403486895,NA,0.266107403486895
"7391","BRD-K52207968",0.26620081706552,1,0.26620081706552,NA,0.26620081706552
"7392","BRD-K87562020",0.266277819301483,1,0.266277819301483,NA,0.266277819301483
"7393","BRD-K09547783",0.266277819301483,1,0.266277819301483,NA,0.266277819301483
"7394","BG-1026",0.26629293232937,6,0.231783729875381,0.5429454524748,0.26629293232937
"7395","sorafenib",0.266338285937616,74,0.247493578578866,0.404079903139818,0.266338285937616
"7396","BRD-K11778372",0.266339557001388,3,0.162953962818247,0.199020744619227,0.266339557001388
"7397","GBR-13069",0.266514472888333,10,0.408078890066247,0.323883223980316,0.266514472888333
"7398","arctigenin",0.266607431679134,16,0.223676413986066,0.45501998130066,0.266607431679134
"7399","BRD-K28080909",0.266618650930658,1,0.266618650930658,NA,0.266618650930658
"7400","BRD-M64817521",0.266618650930658,1,0.266618650930658,NA,0.266618650930658
"7401","BRD-K81810761",0.266618650930658,2,0.266618650930658,0.938470963169876,0.266618650930658
"7402","BRD-K85211514",0.266633763958544,4,0.353204997769042,0.674028153006194,0.266633763958544
"7403","BRD-K50639228",0.26666535771997,2,0.26666535771997,0.0746452970572166,0.26666535771997
"7404","BRD-K20342806",0.266712064509282,1,0.266712064509282,NA,0.266712064509282
"7405","BRD-K46653995",0.266789066745246,1,0.266789066745246,NA,0.266789066745246
"7406","SA-1919667",0.266862580607492,4,0.272033455879479,0.56987953322075,0.266862580607492
"7407","BRD-K71038516",0.266959482559833,1,0.266959482559833,NA,0.266959482559833
"7408","BRD-K83391808",0.266959482559833,1,0.266959482559833,NA,0.266959482559833
"7409","BRD-K86901264",0.266989371293941,7,0.498673117555807,0.44130256682118,0.266989371293941
"7410","BRD-K46232974",0.266993341451996,5,0.207995610712526,0.392596073280395,0.266993341451996
"7411","BRD-K22663811",0.267016287831362,3,0.34858865774729,0.44110599880895,0.267016287831362
"7412","danusertib",0.267074314098924,13,0.449763778769167,0.426573389642719,0.267074314098924
"7413","PP242",0.267222792627135,5,0.600204498977505,0.76051012626732,0.267222792627135
"7414","MT-21",0.267253369250766,5,0.343558282208589,0.524808681752097,0.267253369250766
"7415","BRD-K35638681",0.267276878329241,15,0.110977139369031,0.380804799125646,0.267276878329241
"7416","BRD-K90041947",0.267315427216895,2,0.267315427216895,0.364544858652663,0.267315427216895
"7417","BRD-K74553461",0.267432228885614,2,0.267432228885614,0.0524845008554981,0.267432228885614
"7418","BRD-K62771544",0.267687852607496,2,0.267687852607496,0.142981636620852,0.267687852607496
"7419","BRD-K81121951",0.267773060514789,2,0.267773060514789,0.025841914920108,0.267773060514789
"7420","BRD-K12497208",0.267811561632771,1,0.267811561632771,NA,0.267811561632771
"7421","BRD-K66536842",0.267811561632771,1,0.267811561632771,NA,0.267811561632771
"7422","BRD-K63279176",0.268043551621553,4,0.447000681663258,0.422727111026795,0.268043551621553
"7423","norethindrone",0.268120223413886,13,0.398773006134969,0.457689059219117,0.268120223413886
"7424","SKF-77434",0.268396181747308,7,0.296353101567826,0.358379111777818,0.268396181747308
"7425","BRD-K23557133",0.26845472377314,2,0.26845472377314,0.275172526014451,0.26845472377314
"7426","BRD-K11031937",0.268493224891121,1,0.268493224891121,NA,0.268493224891121
"7427","rofecoxib",0.268517448937135,4,0.4705362861126,0.5830108208784,0.268517448937135
"7428","medrysone",0.26856090458399,22,0.106187274524325,0.424150902992368,0.26856090458399
"7429","lomifylline",0.26876396164089,2,0.26876396164089,0.207960989577959,0.26876396164089
"7430","BRD-M04224464",0.268834056520297,1,0.268834056520297,NA,0.268834056520297
"7431","BRD-K15761174",0.268880763309609,2,0.268880763309609,0.0177682689863147,0.268880763309609
"7432","BRD-K75907833",0.268934377455477,2,0.268934377455477,0.112764268866068,0.268934377455477
"7433","BRD-K50204028",0.269078778222754,11,0.409375230711908,0.463777850717535,0.269078778222754
"7434","BRD-K38681012",0.269174888149472,1,0.269174888149472,NA,0.269174888149472
"7435","BRD-K12187358",0.269174888149472,1,0.269174888149472,NA,0.269174888149472
"7436","BRD-K90061989",0.269174888149472,1,0.269174888149472,NA,0.269174888149472
"7437","MW-MITF24",0.269198856292246,7,0.289888615293195,0.309250077986846,0.269198856292246
"7438","BRD-K79106177",0.269268301728096,1,0.269268301728096,NA,0.269268301728096
"7439","BRD-K71151012",0.269303974176153,4,0.229003462696112,0.270049466585721,0.269303974176153
"7440","bromocriptine",0.269346926129744,23,0.362644853442399,0.345746265459475,0.269346926129744
"7441","BRD-K25866514",0.269515719778647,1,0.269515719778647,NA,0.269515719778647
"7442","salubrinal",0.269632295325422,6,0.23578850151819,0.361715204447317,0.269632295325422
"7443","BRD-K23564441",0.269647634475253,2,0.269647634475253,0.112976594269889,0.269647634475253
"7444","BRD-K53120552",0.269686135593235,1,0.269686135593235,NA,0.269686135593235
"7445","BRD-K94293090",0.269686135593235,1,0.269686135593235,NA,0.269686135593235
"7446","BRD-K23674074",0.269686135593235,1,0.269686135593235,NA,0.269686135593235
"7447","BRD-K31752292",0.269856551407822,1,0.269856551407822,NA,0.269856551407822
"7448","BRD-K49712247",0.269858267261501,10,0.469258167503193,0.4011756260796,0.269858267261501
"7449","BRD-K80230516",0.269893993059388,3,0.0879345603271983,0.330448700345059,0.269893993059388
"7450","BRD-K68849294",0.27002696722241,1,0.27002696722241,NA,0.27002696722241
"7451","butamben",0.27012728815759,2,0.27012728815759,0.573323593626632,0.27012728815759
"7452","BRD-K99432717",0.270197383036997,1,0.270197383036997,NA,0.270197383036997
"7453","BRD-K09424864",0.270254188308527,3,0.389999700692076,0.665929213294623,0.270254188308527
"7454","BRD-K46555875",0.270401133915725,2,0.270401133915725,0.487431310480502,0.270401133915725
"7455","BRD-K38498572",0.270538214666173,1,0.270538214666173,NA,0.270538214666173
"7456","BRD-K46707636",0.270595019937702,3,0.360688180583009,0.470051684064647,0.270595019937702
"7457","BRD-K06748700",0.270666938237117,6,0.420160190865712,0.415168954957046,0.270666938237117
"7458","BRD-K93623501",0.270668948596303,8,0.338652667658056,0.439716570804743,0.270668948596303
"7459","BRD-K98386238",0.27070863048076,1,0.27070863048076,NA,0.27070863048076
"7460","BRD-K76856691",0.270709904646501,4,0.164795201714571,0.580938159269235,0.270709904646501
"7461","AMG-9810",0.270714418574243,15,0.140593047034765,0.445647341613432,0.270714418574243
"7462","BRD-K66185487",0.270879046295348,1,0.270879046295348,NA,0.270879046295348
"7463","DCEBIO",0.271030098489973,3,0.250036444072508,0.206833343026541,0.271030098489973
"7464","BRD-K91184774",0.271064575137822,4,0.36332651670075,0.616210859515561,0.271064575137822
"7465","BO2-inhibits-RAD51",0.271173786525151,38,0.408267527917088,0.370449227948026,0.271173786525151
"7466","ketoconazole",0.271218244484649,8,0.173178911693503,0.268602853448597,0.271218244484649
"7467","BRD-K71761811",0.271219877924523,1,0.271219877924523,NA,0.271219877924523
"7468","BRD-K91735860",0.271320198859703,2,0.271320198859703,0.257125878249416,0.271320198859703
"7469","BRD-K36296949",0.271390293739111,1,0.271390293739111,NA,0.271390293739111
"7470","BRD-K67769696",0.271390293739111,1,0.271390293739111,NA,0.271390293739111
"7471","BRD-K33452357",0.271417660038753,3,0.350633647522341,0.357405778318628,0.271417660038753
"7472","BRD-K20016217",0.271437000528423,2,0.271437000528423,0.607023919975105,0.271437000528423
"7473","oligomycin-c",0.271519017310055,6,0.0872711191051021,0.352605449676102,0.271519017310055
"7474","BRD-K03354784",0.271519379765792,4,0.252350429294612,0.313621596521735,0.271519379765792
"7475","cyclosporin-a",0.271803682361839,73,0.23214278354081,0.475947166274741,0.271803682361839
"7476","BRD-K29102147",0.27181633327558,2,0.27181633327558,0.262333241759221,0.27181633327558
"7477","BRD-K02112931",0.271901541182873,1,0.271901541182873,NA,0.271901541182873
"7478","BRD-K85976669",0.271901541182873,1,0.271901541182873,NA,0.271901541182873
"7479","MRS-1220",0.27206121253946,8,0.339145693065566,0.460963337504971,0.27206121253946
"7480","BRD-K03430401",0.272071956997461,1,0.272071956997461,NA,0.272071956997461
"7481","BRD-K38181288",0.272324471710975,2,0.272324471710975,0.684211367344447,0.272324471710975
"7482","BRD-K63484733",0.272335786390673,1,0.272335786390673,NA,0.272335786390673
"7483","BRD-K81658138",0.272412788626636,1,0.272412788626636,NA,0.272412788626636
"7484","BRD-K66211423",0.272459495415948,2,0.272459495415948,0.156345773820079,0.272459495415948
"7485","BRD-K87109962",0.272583204441224,1,0.272583204441224,NA,0.272583204441224
"7486","BRD-K95154332",0.272583204441224,1,0.272583204441224,NA,0.272583204441224
"7487","BRD-A17718497",0.27259222784447,11,0.080472708557852,0.446860837935151,0.27259222784447
"7488","BRD-K94498396",0.272593279793148,3,0.168970389171967,0.271820123102876,0.272593279793148
"7489","BRD-K51762600",0.27259831746911,2,0.27259831746911,0.564285930267908,0.27259831746911
"7490","JNJ-26854165",0.272658709253871,13,0.298398091342877,0.256575757721654,0.272658709253871
"7491","BRD-K88709513",0.272676618019848,1,0.272676618019848,NA,0.272676618019848
"7492","BRD-K13308287",0.272676618019848,1,0.272676618019848,NA,0.272676618019848
"7493","SC-10",0.272726129330051,4,0.138974096796183,0.384070897880168,0.272726129330051
"7494","BRD-K83441480",0.272753620255811,1,0.272753620255811,NA,0.272753620255811
"7495","BRD-K11611839",0.272835719154737,1,0.272835719154737,NA,0.272835719154737
"7496","BRD-K65160467",0.272838828163105,2,0.272838828163105,0.0610946043049728,0.272838828163105
"7497","SA-1919877",0.272853941190992,2,0.272853941190992,0.541511018603924,0.272853941190992
"7498","BRD-K84195984",0.272924036070399,1,0.272924036070399,NA,0.272924036070399
"7499","BRD-K02072940",0.272970742859711,2,0.272970742859711,0.115266135654099,0.272970742859711
"7500","BRD-K31367750",0.272973625746134,3,0.579620629484914,0.780208511744839,0.272973625746134
"7501","BRD-K46098747",0.273094451884987,1,0.273094451884987,NA,0.273094451884987
"7502","BRD-A25416824",0.27315216886652,4,0.36257786757136,0.623197867660173,0.27315216886652
"7503","EXO-1",0.273206102196355,7,0.250170415814588,0.328710470824469,0.273206102196355
"7504","BRD-K22181332",0.273264867699574,1,0.273264867699574,NA,0.273264867699574
"7505","honokiol",0.273356077616627,4,0.25061467738731,0.444473754612109,0.273356077616627
"7506","BRD-K82637111",0.273435283514162,1,0.273435283514162,NA,0.273435283514162
"7507","BRD-K96329791",0.273435283514162,1,0.273435283514162,NA,0.273435283514162
"7508","BCL2-inhibitor",0.273602690215219,11,0.549079754601227,0.55152574673275,0.273602690215219
"7509","BRD-K41200351",0.273605699328749,1,0.273605699328749,NA,0.273605699328749
"7510","BRD-K50177987",0.273629923374763,4,0.258301611080006,0.354603356752467,0.273629923374763
"7511","helveticoside",0.273809484555099,15,0.250852079072938,0.266192336137747,0.273809484555099
"7512","BRD-K20578716",0.273882510090602,3,0.418200408997955,0.276380506857089,0.273882510090602
"7513","BRD-K24051260",0.273932935755365,7,0.461352054161124,0.576096348780418,0.273932935755365
"7514","BRD-K71636675",0.273946530957924,1,0.273946530957924,NA,0.273946530957924
"7515","BRD-K79116978",0.273946530957924,1,0.273946530957924,NA,0.273946530957924
"7516","BRD-K46663433",0.273993237747237,2,0.273993237747237,0.00740508166831145,0.273993237747237
"7517","BRD-K19593593",0.274039944536549,1,0.274039944536549,NA,0.274039944536549
"7518","BRD-K99219003",0.274116946772512,1,0.274116946772512,NA,0.274116946772512
"7519","GW-1929",0.274152745789108,5,0.486366734832993,0.369449893073127,0.274152745789108
"7520","BRD-K11458523",0.274210360351136,1,0.274210360351136,NA,0.274210360351136
"7521","BRD-K91844626",0.274217267707692,2,0.274217267707692,0.242665616875458,0.274217267707692
"7522","diflorasone",0.274314666573682,8,0.196933695792218,0.55242515124781,0.274314666573682
"7523","SA-1457769",0.274334069376412,2,0.274334069376412,0.069584205576331,0.274334069376412
"7524","BRD-K48475203",0.274336952262835,3,0.265203451570803,0.186876220535067,0.274336952262835
"7525","BRD-K62836482",0.274380776165724,1,0.274380776165724,NA,0.274380776165724
"7526","BRD-K42021584",0.274438976903055,7,0.158486707566462,0.335223429555519,0.274438976903055
"7527","BRD-K94781393",0.274504485191,2,0.274504485191,0.761880823426256,0.274504485191
"7528","BRD-K30760376",0.274628194216275,1,0.274628194216275,NA,0.274628194216275
"7529","BRD-K22831754",0.27467778389201,3,0.236877982276755,0.335360906681232,0.27467778389201
"7530","BRD-K77014406",0.274771119105102,4,0.238174322922416,0.259192915872931,0.274771119105102
"7531","BRD-K20216424",0.274798610030862,1,0.274798610030862,NA,0.274798610030862
"7532","BRD-K29140223",0.274889819947916,8,0.230316973415133,0.339499023421155,0.274889819947916
"7533","BRD-K74176882",0.275152814972354,15,0.2527379677131,0.377982127179434,0.275152814972354
"7534","BRD-K81514393",0.275154554687924,6,0.339060485158272,0.451224277747722,0.275154554687924
"7535","BRD-K74980345",0.275175856664747,8,0.218302658486707,0.338858516794393,0.275175856664747
"7536","BRD-K98950492",0.275232855238662,1,0.275232855238662,NA,0.275232855238662
"7537","BRD-K78976513",0.275309857474625,1,0.275309857474625,NA,0.275309857474625
"7538","BRD-A05729358",0.275324970502512,2,0.275324970502512,0.241822101628644,0.275324970502512
"7539","BRD-K07852185",0.275480273289213,1,0.275480273289213,NA,0.275480273289213
"7540","BRD-K18323006",0.275480273289213,1,0.275480273289213,NA,0.275480273289213
"7541","BRD-K22847783",0.275480273289213,1,0.275480273289213,NA,0.275480273289213
"7542","BRD-K26545157",0.275480273289213,1,0.275480273289213,NA,0.275480273289213
"7543","BRD-K63922933",0.275480273289213,1,0.275480273289213,NA,0.275480273289213
"7544","BRD-K78268279",0.275650689103801,1,0.275650689103801,NA,0.275650689103801
"7545","rimexolone",0.275711115187266,9,0.30027266530334,0.466959559218943,0.275711115187266
"7546","BRD-K00913793",0.275821104918388,1,0.275821104918388,NA,0.275821104918388
"7547","BRD-K45347683",0.275821104918388,1,0.275821104918388,NA,0.275821104918388
"7548","spiramide",0.275880594244164,16,0.229245714692821,0.478295582852031,0.275880594244164
"7549","BRD-K12441425",0.275953019614994,2,0.275953019614994,0.836230667324023,0.275953019614994
"7550","BRD-M08461891",0.275991520732976,1,0.275991520732976,NA,0.275991520732976
"7551","BRD-K18391257",0.275991520732976,1,0.275991520732976,NA,0.275991520732976
"7552","Y-134",0.276086872021905,11,0.425394317283142,0.569425379077254,0.276086872021905
"7553","ML-9",0.276091841668155,4,0.219087751688605,0.423730155193788,0.276091841668155
"7554","BRD-K89416483",0.276161936547563,1,0.276161936547563,NA,0.276161936547563
"7555","EMF-sumo1-5",0.276329243353783,2,0.276329243353783,0.388619524425122,0.276329243353783
